_id,jobUrl,isFullRemote,isPartner,companyId,longitude,latitude,cityCategory,stateCategory,tier,logoImg,activeFrom,expiresOn,companyWebsiteLink,candidateContactWay,redirectJobUrl,company,address,actualCity,postalCode,companyType,companySize,hasVisaSponsorship,language,perkKeys/0,perkKeys/1,perkKeys/2,offerStockOrBonus,name,jobType,expLevel,annualSalaryFrom,annualSalaryTo,techCategory,technologies/0,technologies/1,technologies/2,technologies/3,technologies/4,filterTags/0,filterTags/1,filterTags/2,filterTags/3,filterTags/4,filterTags/5,filterTags/6,filterTags/7,filterTags/8,perkKeys/3,perkKeys/4,perkKeys/5,perkKeys/6,technologies/5,technologies/6,technologies/7,disableMethodology,technologies/8,technologies/9,technologies/10,technologies/11,technologies/12,technologies/13,technologies/14,technologies/15,technologies/16,technologies/17,technologies/18,technologies/19,technologies/20,technologies/21,technologies/22,technologies/23,technologies/24,technologies/25,technologies/26,technologies/27,filterTags/9,filterTags/10,filterTags/11,filterTags/12,filterTags/13,filterTags/14,filterTags/15,filterTags/16,filterTags/17,filterTags/18,filterTags/19,filterTags/20,filterTags/21,filterTags/22,filterTags/23,filterTags/24,filterTags/25,filterTags/26,filterTags/27,perkKeys/7,perkKeys/8,perkKeys/9,perkKeys/10,perkKeys/11,perkKeys/12,filterTags/28,filterTags/29,filterTags/30,filterTags/31,filterTags/32,filterTags/33,filterTags/34,perkKeys/13,perkKeys/14,perkKeys/15,perkKeys/16,perkKeys/17,perkKeys/18,perkKeys/19,perkKeys/20,perkKeys/21,perkKeys/22,perkKeys/23,companyPageUrl,cpc,isPaused,technologies/28,technologies/29,technologies/30,technologies/31,technologies/32,technologies/33,technologies/34,technologies/35,technologies/36,technologies/37,filterTags/35,filterTags/36,filterTags/37,technologies/38,technologies/39,technologies/40,technologies/41,filterTags/38,filterTags/39,filterTags/40,filterTags/41
6422bc0935943444c56cea65,The-Travelers-Companies-Inc-Senior-Architect-Engineering-Enablement,false,true,,-72.67290163,41.7646124,Hartford,Connecticut,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/69c81a0ba7a28b268f37d4fa0546e4c1,2023-07-22T10:00:59.732+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/61b6034bd7300c44/cddcaa2ce5e55a454d170fe4f7cff58c5067490fd48e1fa4d72de34cddb0029a/7985898892702321,"The Travelers Companies, Inc.",Tower Square 1,Hartford,06103,Product,5k+,No,English,,,,false,Senior Architect: Engineering Enablement,Full-Time,Senior,130600,215400,IT,API,AWS,Architect,Azure,Cloud,API,AWS,Architect,Azure,Cloud,DevSecOps,GCP,HTTP,Security,,,,,DevSecOps,GCP,HTTP,true,IAM,Security,,,,,,,,,,,,,,,,,,,IAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
642bfbff71b2a6435ec273e2,Northrop-Grumman-Principal-FPGA-EngineerSr-Principal-FPGA-Engineer,false,true,,-88.0340713,42.08782,Chicago,Illinois,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:59.372+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5e7499e9d4694b2a/3ce4dac0a8802ea3053f7ddcacd3d427681fff646e92b8a90965956299580783/7985898892702321,Northrop Grumman,Hicks Road 2105,Rolling Meadows,60008,Product,5k+,No,English,,,,false,Principal FPGA Engineer/Sr. Principal FPGA Engineer,Full-Time,Lead,109900,164900,Python,FPGA,Hardware,HTTP,Python,Security,FPGA,Hardware,HTTP,Python,Security,Verilog,VHDL,,,,,,,Verilog,VHDL,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
641d91eaa2af2713517b4dc6,Northrop-Grumman-Sentinel--Principal-Electrical-Engineer--Test-Development-and-Execution,false,true,,-112.0261903,41.1617999,Ogden,Utah,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:59.013+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5d65ea3934d5d030/7b3b54306a8eecb1a29a70470b01627b95ec0d078798e8e8056a520ad716187f/7985898892702321,Northrop Grumman,West 5600 South 1940,Roy,84067,Product,5k+,No,English,,,,false,Sentinel – Principal Electrical Engineer – Test Development and Execution,Full-Time,Lead,87600,131400,SAP,Atlassian,Confluence,Hardware,HTTP,JIRA,Hardware,HTTP,SAP,Atlassian,Confluence,JIRA,,,,,,,,SAP,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
645a2f1047616cdf954928b9,Northrop-Grumman-Sr-Principal-Infrared-IR-Survivability-Engineer,false,true,,-118.3743445,33.8912477,Los-Angeles,California,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:58.832+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5d04fb6fe941c74c/204566c0f69b854d7a2d82d760e652f6c6a098337bc27f0239fab6e9b4b57b15/7985898892702321,Northrop Grumman,Space Park Boulevard,Redondo Beach,90278,Product,5k+,No,English,,,,false,Sr. Principal Infrared (IR) Survivability Engineer,Full-Time,Lead,104600,157000,IT,HTTP,Python,Security,,,HTTP,Python,Security,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
643ea8dc8a453e2a6ffaa456,Northrop-Grumman-Principal-Engineer-Systems---Secret-Clearance-Required,false,true,,-111.8863879,33.2797364,Chandler,Arizona,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:58.652+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5ceffc774ccfa473/90e75c347ff66f2a493d87a448a827091cb16d865210bd8c6266f7279ac2e095/7985898892702321,Northrop Grumman,West Thompson Way 2480,Chandler,85286,Product,5k+,No,English,,,,false,Principal Engineer Systems - Secret Clearance Required,Full-Time,Lead,90400,135600,System,HTTP,Security,,,,Security,HTTP,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
644686a5b40e0b0310f8aaf2,The-Travelers-Companies-Inc-Solution-Architect-JavaNet,false,true,,-72.67290163,41.7646124,Hartford,Connecticut,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/69c81a0ba7a28b268f37d4fa0546e4c1,2023-07-22T10:00:58.292+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5b9f2b9538350ecc/9ecf478ea3e28c7e3d952e94ee118a58511a582bfe64ab78afe867b8d0d4eb89/7985898892702321,"The Travelers Companies, Inc.",Tower Square 1,Hartford,06103,Product,5k+,No,English,,,,false,Solution Architect (Java/.Net),Full-Time,Senior,112300,185300,dotNET,API,AWS,Architect,Azure,Cloud,AWS,Architect,Azure,Cloud,DevSecOps,GCP,HTTP,Java,Spring,,,,,DevSecOps,GCP,HTTP,true,Java,Spring,Spring Boot,ASP.NET,,,,,,,,,,,,,,,,,Spring Boot,ASP.NET,API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
64490290cfbbc38059ae1d9f,Northrop-Grumman-Principal-Engineer-Systems---Integration-and-Test,false,true,,-77.2069757,38.9218759,Richmond,Virginia,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:57.753+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5aa25c2d3b4e8fa8/f7721e609447ade719daeb9fe9ef2c754e4f7ae22976cabf26301aafd2ad8ff8/7985898892702321,Northrop Grumman,Colshire Drive 7575,Fairfax,22102,Product,5k+,No,English,,,,false,Principal Engineer Systems - Integration and Test,Full-Time,Lead,95100,157000,System,AWS,Cloud,Cucumber,Cypress,DevOps,Cucumber,Cypress,HTTP,Selenium,AWS,Cloud,DevOps,System Engineer,Web,,,,,HTTP,Selenium,System Engineer,true,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
6426c478e206a563dd8b9ded,Northrop-Grumman-Principal-Network-Engineer--Sr-Principal-Network-Engineer,false,true,,-104.7862342,39.7047243,Denver,Colorado,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:57.392+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5a128737966d8f75/0c3e30fb8eed16efea4d0469c7d67f5ecbb7cb0e16823c61c8f63c6721278a55/7985898892702321,Northrop Grumman,East Exposition Drive,Aurora,80017,Product,5k+,No,English,,,,false,Principal Network Engineer / Sr Principal Network Engineer,Full-Time,Lead,88000,132000,IT,Cisco,Hardware,HTTP,Linux,Network,Cisco,Hardware,Linux,Network,Security,TCP/IP,Unix,Windows,HTTP,,,,,Security,TCP/IP,Unix,true,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
645a286947616cdf9549286b,Northrop-Grumman-Principal-Systems-Design-Engineer,false,true,,-118.5623118,34.251817,Santa-Clarita,California,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:57.212+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/59ab630238d956a6/9a67a45dff70e9b903685626c00c35c04df59785d681d30c323ac770b7502b89/7985898892702321,Northrop Grumman,West Vintage Street 19647,Northridge,91324,Product,5k+,No,English,,,,false,Principal Systems Design Engineer,Full-Time,Lead,95000,142400,System,BitBucket,Confluence,Git,GitHub,HTTP,Linux,Matlab,Python,BitBucket,Confluence,Git,GitHub,HTTP,JIRA,,,,,JIRA,Linux,Matlab,true,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
641d982da2af2713517b4eae,Northrop-Grumman-Principal-Software-EngineerSr-Principal-Software-Engineer,false,true,,-88.0316408,42.1002941,Chicago,Illinois,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:56.492+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/57f5090c69836a38/0c2251ba2e8a5d6712103d660420651ae792fe6bb77533072dd53e4950494715/7985898892702321,Northrop Grumman,Hicks Road,Rolling Meadows,60008,Product,5k+,No,English,,,,false,Principal Software Engineer/Sr. Principal Software Engineer,Full-Time,Lead,99800,149800,DevOps,Ansible,Azure,CI/CD,Cloud,DevSecOps,Ansible,Azure,CI/CD,Cloud,DevSecOps,DevOps,Docker,ElasticSearch,HTTP,,,,,DevOps,Docker,ElasticSearch,true,HTTP,Java,Jenkins,Kubernetes,Mesos,Nginx,OpenStack,Puppet,Python,REST,RabbitMQ,Redis,Security,Web,,,,,,,Java,Jenkins,Kubernetes,Mesos,Nginx,OpenStack,Puppet,Python,REST,RabbitMQ,Redis,Security,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
6424248b69b6965923a0c80e,Northrop-Grumman-Principal-Engineer-Software,false,true,,-80.65229482,28.09663675,Melbourne,Florida,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:56.313+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/57530009151d1327/58102aaac8e71d53d9c27bafb2324f3d2272fcb5fc169ff3831132de25b9bdc0/7985898892702321,Northrop Grumman,Grumman Place 1901,Melbourne,32901,Product,5k+,No,English,,,,false,Principal Engineer Software,Full-Time,Lead,87600,131400,Python,Atlassian,C#,Hardware,HTTP,Linux,C#,Hardware,HTTP,Python,SAP,Atlassian,Linux,SQL,TCP/IP,,,,,Python,SAP,SQL,true,TCP/IP,Windows,,,,,,,,,,,,,,,,,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
64620fc51cca1c0390e42d6d,Northrop-Grumman-Principal--Sr-Principal-Digital-Engineer,false,true,,-112.0519433,41.1616512,Ogden,Utah,premium,,2023-07-22T10:00:55.952+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/57380a3d6c127848/b645496b5f7beff1e3872501eb9e377034ca089838c0fe23c0dd9660ea4eda2e/7985898892702321,Northrop Grumman,South 3000 West 5616,Roy,84067,Product,5k+,No,English,,,,false,Principal / Sr. Principal Digital Engineer,Full-Time,Lead,96400,144600,IT,Embedded,FPGA,Hardware,HTTP,Security,Embedded,Hardware,Security,FPGA,HTTP,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
64258751a3bafc604040cafd,Northrop-Grumman-MBSE-Product-Owner,false,true,,-80.65229482,28.09663675,Melbourne,Florida,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:55.592+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/55fff8a346d82a5b/a911c060aadfb4c5f45275cb4b05adb97298346e63cc555513d7bf6bd03e96ec/7985898892702321,Northrop Grumman,Grumman Place 1901,Melbourne,32901,Product,5k+,No,English,,,,false,MBSE Product Owner,Full-Time,Regular,112000,168000,Business,Architect,Atlassian,HTTP,Product Owner,SAP,Atlassian,HTTP,Product Owner,SAP,Architect,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
642bfa9771b2a6435ec273b4,Northrop-Grumman-Principal-Space-Systems-Engineer,false,true,,-111.82014316,33.3567442,Chandler,Arizona,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:55.413+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/55cce79b191d2ba9/c484e6b711bd16620edc3f58da1616ca2e232239d8bdbca842815ff0513c1d53/7985898892702321,Northrop Grumman,North Hobson Court 382,Gilbert,85233,Product,5k+,No,English,,,,false,Principal Space Systems Engineer,Full-Time,Lead,90400,135600,System,HTTP,Security,,,,HTTP,Security,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
64490b09cfbbc38059ae1de1,Northrop-Grumman-Principal-Systems-Engineer---Illinois,false,true,,-88.0316408,42.1002941,Chicago,Illinois,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:55.052+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/54b27a48b3e3c43a/597f9ad4e447cd93d41759179fa66346eb1b1b2edebc101f21c10662ba492b16/7985898892702321,Northrop Grumman,Hicks Road,Rolling Meadows,60008,Product,5k+,No,English,,,,false,Principal Systems Engineer - Illinois,Full-Time,Lead,99800,149800,System,HTTP,Matlab,Python,Security,,Security,HTTP,Matlab,Python,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
646364745fcf52152d0c121f,Northrop-Grumman-Sr-Principal-Software-Engineer---CO-Springs,false,true,,-104.7009486,38.7786723,Colorado-Springs,Colorado,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:54.693+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5335b345246f6c8b/0b6738fbd8a434cca1f3e59ccfe2c310657f077332026c20f8fcf496a15285b5/7985898892702321,Northrop Grumman,Northrop Grumman Point,Colorado Springs,80925,Product,5k+,No,English,,,,false,Sr. Principal Software Engineer - CO Springs,Full-Time,Lead,117900,176900,Java,AWS,Angular,Apache Camel,CI/CD,Git,Java,AWS,Angular,Apache Camel,CI/CD,Cloud,Git,HTTP,JBoss,,,,,HTTP,JBoss,Java,true,JavaScript,MongoDB,NoSQL,Oracle,Python,React,SQL,Spring,Spring Boot,Vue,Web,microservices,Cloud,,,,,,,,JavaScript,MongoDB,NoSQL,Oracle,Python,React,SQL,Spring,Spring Boot,Vue,Web,microservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
6426b22ae206a563dd8b9bbb,Northrop-Grumman-Sr-Principal-Engineer-Structural,false,true,,-122.0238105,37.3782515,San-Jose,California,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:54.512+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/525421efce88b329/3dd4b9a05e08933d22ee9c46fd2aa86f62831a7c640fa59fc7cf5009955362dc/7985898892702321,Northrop Grumman,Birch Avenue,Sunnyvale,94086,Product,5k+,No,English,,,,false,Sr Principal Engineer Structural,Full-Time,Lead,129700,194500,GameDev,HTTP,LESS,Matlab,Security,,LESS,Matlab,Security,GameDev,HTTP,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
6426af49d7e0ecdcc48080cf,Northrop-Grumman-Principal-Engineer-DevOpsSr-Principal-Engineer-DevOps,false,true,,-104.7907548,39.7037975,Denver,Colorado,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:54.152+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/5114bf4c53b6a682/35df2c296193a9926d2f0665bcc331e61bc72d064ccd0ddbbd085a43ddfd3b73/7985898892702321,Northrop Grumman,South Buckley Road,Aurora,80017,Product,5k+,No,English,,,,false,Principal Engineer DevOps/Sr Principal Engineer DevOps,Full-Time,Lead,99800,149800,DevOps,AWS,Ansible,Atlassian,BitBucket,CI/CD,Atlassian,BitBucket,Confluence,JIRA,Linux,Security,AWS,Ansible,CI/CD,,,,,Cloud,Confluence,Docker,true,Git,HTTP,JIRA,Java,Jenkins,Kubernetes,Linux,Network,Security,Terraform,VMware,Web,Windows,NodeJS,,,,,,,Cloud,DevOps,Docker,Git,HTTP,Java,Jenkins,Kubernetes,Network,NodeJS,Terraform,VMware,Web,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
6458e2910ae63cfc273dcac5,Northrop-Grumman-Sr-Principal-Engineer-Systems-Mission-Modeling,false,true,,-88.0316408,42.1002941,Chicago,Illinois,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:53.792+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/4ff7e7b9b98898cb/f50d5f6b33c549bdb2bb0787500c21b4f5ededfd277ad15c383d4227a1ee9f5d/7985898892702321,Northrop Grumman,Hicks Road,Rolling Meadows,60008,Product,5k+,No,English,,,,false,Sr Principal Engineer Systems Mission Modeling,Full-Time,Lead,99800,149800,System,CUDA,Firmware,Hardware,HTTP,Matlab,CUDA,Firmware,Matlab,Python,Security,VHDL,Hardware,HTTP,,,,,,Python,Security,VHDL,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
6458e24c0ae63cfc273dcabf,Northrop-Grumman-PrincipalSr-Principal-Engineer-Software,false,true,,-78.8307512,35.8668348,Raleigh,North-Carolina,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:53.612+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/4fd4a0070b728f1f/f063e74c97ec87fda41883b4c57cd2f4e3b5b003f7ad7b3423d1745d4b5713a6/7985898892702321,Northrop Grumman,Sorrel Park Drive 3005,Morrisville,27560,Product,5k+,No,English,,,,false,Principal/Sr Principal Engineer Software,Full-Time,Lead,95100,157000,DevOps,AWS,Architect,Atlassian,BitBucket,Cloud,AWS,Architect,Docker,Hardware,HTTP,Kubernetes,Linux,NATS,Python,,,,,Confluence,Docker,Hardware,true,HTTP,JIRA,Kubernetes,Linux,NATS,Python,Web,gRPC,,,,,,,,,,,,,Web,gRPC,Cloud,Atlassian,BitBucket,Confluence,DevOps,JIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
642ea452324f6d88c88f5b3c,Northrop-Grumman-Principal-Engineer-Software-DevOps,false,true,,-77.38043397,38.88830515,Richmond,Virginia,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:53.433+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/4fa74e0e52b180ba/925e8acf6d42c50ac8e0dbd941026513fe120143bc17b5e674038addecdcc35c/7985898892702321,Northrop Grumman,Ox Trail 12550,Fairfax,22033,Product,5k+,No,English,,,,false,Principal Engineer Software (DevOps),Full-Time,Lead,95100,157000,DevOps,AWS,CI/CD,DevOps,Docker,EC2,AWS,CI/CD,DevOps,Docker,EC2,Helm,Jenkins,Kubernetes,Linux,,,,,HTTP,Helm,Jenkins,true,Kubernetes,Linux,Nexus,Puppet,Terraform,Web,Cloud,,,,,,,,,,,,,,Nexus,Puppet,Terraform,Web,Cloud,HTTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
645a267b47616cdf95492836,Northrop-Grumman-Senior-Principal-ASIC-Engineer,false,true,,-76.6805186,39.2075274,Baltimore,Maryland,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:53.072+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/4d1e4f683c17e310/0e29d51dcffd4028705d58294e10da443f26c7a12b45ac92499e763909074435/7985898892702321,Northrop Grumman,International Drive,Linthicum,21090,Product,5k+,No,English,,,,false,Senior Principal ASIC Engineer,Full-Time,Lead,136300,204500,Python,HTTP,Perl,Python,Security,SystemVerilog,HTTP,Perl,Python,Security,SystemVerilog,Verilog,VHDL,,,,,,,Verilog,VHDL,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
64621e0d615f6b05e64adf0c,Northrop-Grumman-Manager-Software-Engineering-3---NG-Space-Systems,false,true,,-118.3743445,33.8912477,Los-Angeles,California,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:52.893+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/4d1339d2c7f488a8/8b3353887d1e17343e91c09dc4abc8fff1401e9515ab433c5d0bdd416ae27f98/7985898892702321,Northrop Grumman,Space Park Boulevard,Redondo Beach,90278,Product,5k+,No,English,,,,false,Manager Software Engineering 3 - NG Space Systems,Full-Time,Regular,176100,264100,System,Atlassian,Bamboo,BitBucket,Confluence,DevSecOps,Java,Linux,Perl,Python,Security,Atlassian,Bamboo,BitBucket,Confluence,,,,,HTTP,JIRA,Java,true,Linux,Perl,Python,Security,,,,,,,,,,,,,,,,,DevSecOps,HTTP,JIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
644910c8cfbbc38059ae1e50,Northrop-Grumman-Survivability-EngineerPrincipal-Survivability-Engineer,false,true,,-118.38022829,33.9228137,Los-Angeles,California,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:51.632+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/48b76b211b02fa79/22a96135b8276977eb82a971e114630cfd75f84c82182a74218cb9fe1a471dea/7985898892702321,Northrop Grumman,West 120th Street,El Segundo,90245,Product,5k+,No,English,,,,false,Survivability Engineer/Principal Survivability Engineer,Full-Time,Lead,85000,127400,IT,HTTP,SAP,Security,,,HTTP,SAP,Security,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
6422bdc335943444c56cea9d,The-Travelers-Companies-Inc-Sr-Scrum-Master,false,true,,-72.67290163,41.7646124,Hartford,Connecticut,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/69c81a0ba7a28b268f37d4fa0546e4c1,2023-07-22T10:00:51.092+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/48153554dc2b054f/6633cf89f71908e5646010b503eeb0d940f5cc5d8266c251e6a15e199c408415/7985898892702321,"The Travelers Companies, Inc.",Tower Square 1,Hartford,06103,Product,5k+,No,English,,,,false,Sr. Scrum Master,Full-Time,Regular,100600,166100,Business,HTTP,Kanban,,,,HTTP,Kanban,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
64188af185c3c22bebe1d0bc,Northrop-Grumman-SDS-Software-Engineering-Manager,false,true,,-112.0261903,41.1617999,Ogden,Utah,premium,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ee84463303457401f82a25979ae3b1c3,2023-07-22T10:00:50.913+00:00,,,CompanyWebsite,https://www.indeed.com/tmn/ccs/476b3bc1a112a421/6fb7fa946099e72cbe856e6ea8e532885e455e31969a6b30f758c621f4e19c80/7985898892702321,Northrop Grumman,West 5600 South 1940,Roy,84067,Product,5k+,No,English,,,,false,SDS Software Engineering Manager,Full-Time,Regular,127700,191500,Manager,DevOps,HTTP,Kanban,SAP,,HTTP,SAP,DevOps,Kanban,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,,,,,,
